time,u10_era5,v10_era5,mwd_era5,mwp_era5,swh_era5,pp1d_era5,uo_cop,vo_cop,swh_cop,mwp_cop,mwd_cop,peak_period_cop
01/01/2025 00:00,-6.306534,14.981308,172.33765,8.959626,4.7514877,10.330421,0.01953125,0.16015625,5.1,7.56,175.07,10.85
01/01/2025 01:00,-4.723419,14.342773,171.36377,8.907424,4.758851,10.286964,0.026367188,0.1640625,,,,
01/01/2025 02:00,-3.9784393,12.770416,171.11426,8.913869,4.665862,10.272316,0.038085938,0.16210938,,,,
01/01/2025 03:00,-3.1641235,15.130005,171.06311,8.911307,4.5657883,10.260597,0.053710938,0.15527344,5.03,7.6,174.16,10.71
01/01/2025 04:00,-3.343689,12.074799,171.16702,8.862277,4.541395,10.223,0.0703125,0.14355469,,,,
01/01/2025 05:00,-2.9358978,11.948914,171.44122,8.874707,4.4166555,10.221046,0.07519531,0.13085938,,,,
01/01/2025 06:00,-0.7085724,12.580093,171.9151,8.895939,4.345872,10.236183,0.07519531,0.111328125,4.62,7.54,175.99,10.64
01/01/2025 07:00,0.7373657,13.212219,173.10973,8.885189,4.235777,10.231789,0.068359375,0.08984375,,,,
01/01/2025 08:00,2.720642,11.730728,174.65683,8.855378,4.144724,10.214699,0.059570312,0.076171875,,,,
01/01/2025 09:00,3.0245514,11.224747,175.76598,8.832653,4.0497637,10.190773,0.046875,0.06640625,4.43,7.48,179.38,10.55
01/01/2025 10:00,1.976059,9.755066,176.21924,8.8358135,3.9403067,10.165382,0.037109375,0.061523438,,,,
01/01/2025 11:00,2.6154785,9.137161,176.44554,8.848214,3.825512,10.14048,0.030273438,0.05859375,,,,
01/01/2025 12:00,2.9544983,8.406555,176.61766,8.855342,3.7134876,10.114601,0.028320312,0.056640625,4.07,7.48,181.48,10.26
01/01/2025 13:00,2.7143097,8.145386,176.62273,8.866408,3.6023846,10.087257,0.0234375,0.05859375,,,,
01/01/2025 14:00,2.5603638,8.434311,176.6731,8.85654,3.5040646,10.056984,0.017578125,0.06542969,,,,
01/01/2025 15:00,2.8013,8.953506,177.03282,8.811334,3.4254742,10.023293,0.013671875,0.07519531,3.67,7.11,182.69,10
01/01/2025 16:00,2.9547882,9.851776,177.88895,8.730944,3.3686028,9.986183,0.012695313,0.0859375,,,,
01/01/2025 17:00,2.8969574,10.158768,178.99655,8.648997,3.3229628,9.944191,0.014648438,0.095703125,,,,
01/01/2025 18:00,1.9521179,10.097733,180.28235,8.65201,3.356906,9.960304,0.017578125,0.10253906,3.5,6.84,184.19,9.88
01/01/2025 19:00,1.7926788,10.447617,181.80916,8.600104,3.322732,9.913429,0.021484375,0.10839844,,,,
01/01/2025 20:00,1.6580505,10.59613,183.72063,8.5531645,3.3100395,9.866066,0.028320312,0.11230469,,,,
01/01/2025 21:00,1.7279816,10.985352,185.82379,8.530509,3.309309,9.824074,0.033203125,0.115234375,3.55,6.76,189.4,9.79
01/01/2025 22:00,1.4172821,10.733231,188.24692,8.511002,3.3344336,9.793312,0.040039062,0.119140625,,,,
01/01/2025 23:00,1.9800415,11.433334,190.99608,8.513383,3.3748798,9.783058,0.048828125,0.12109375,,,,
02/01/2025 00:00,2.2644043,11.404327,193.99341,8.519559,3.4364204,9.799171,0.05859375,0.12207031,3.8,6.93,198.2,10
02/01/2025 01:00,2.392517,11.717804,196.88403,8.5461035,3.5050316,9.841164,0.068359375,0.119140625,,,,
02/01/2025 02:00,2.6950989,11.639908,199.69551,8.565843,3.5902348,9.897316,0.07421875,0.11035156,,,,
02/01/2025 03:00,2.7832947,11.421112,202.39445,8.60108,3.666174,9.95591,0.07519531,0.09863281,4.1,7.22,207.64,10.4
02/01/2025 04:00,2.1960907,11.127106,204.78514,8.695044,3.6913214,10.021828,0.07128906,0.08496094,,,,
02/01/2025 05:00,1.2497711,11.223663,206.70473,8.831086,3.7555323,10.121437,0.0625,0.072265625,,,,
02/01/2025 06:00,1.0808411,11.770172,207.98503,8.8843775,3.7694464,10.169777,0.047851562,0.06347656,4.31,7.42,212.24,10.75
02/01/2025 07:00,0.709198,11.798492,208.55653,8.896286,3.7904444,10.202492,0.030273438,0.056640625,,,,
02/01/2025 08:00,0.23988342,11.995331,208.63705,8.891689,3.8046017,10.220558,0.010742188,0.053710938,,,,
02/01/2025 09:00,0.16236877,12.098389,208.50879,8.881789,3.8119211,10.225929,-0.009765625,0.057617188,4.3,7.36,212.39,10.79
02/01/2025 10:00,0.3965454,11.738068,208.68582,8.886071,3.8041763,10.2176285,-0.026367188,0.07421875,,,,
02/01/2025 11:00,0.46481323,12.020111,208.5659,8.876864,3.8045263,10.210793,-0.038085938,0.1015625,,,,
02/01/2025 12:00,-0.6609955,12.716232,207.60332,8.840272,3.8269653,10.1985855,-0.04296875,0.12890625,4.31,7.26,209.01,10.57
02/01/2025 13:00,0.75135803,15.114014,205.1957,8.722128,3.930256,10.164406,-0.032226562,0.16210938,,,,
02/01/2025 14:00,1.685318,14.601822,203.7274,8.6007595,4.089445,10.072609,-0.006835938,0.18261719,,,,
02/01/2025 15:00,3.4263916,13.237213,204.70465,8.605189,4.1460857,9.983742,0.025390625,0.18554688,4.5,7.32,208.99,10.41
02/01/2025 16:00,5.194397,11.322769,206.83421,8.695728,4.0918837,9.97007,0.055664062,0.17675781,,,,
02/01/2025 17:00,6.4101715,10.017609,208.96165,8.862613,4.062585,10.041847,0.08300781,0.16015625,,,,
02/01/2025 18:00,6.0995483,9.389847,210.36876,8.946563,3.9593153,10.072609,0.1015625,0.13964844,4.36,7.49,211.66,10.29
02/01/2025 19:00,5.00441,9.89856,211.16422,8.971377,3.8887587,10.085793,0.11328125,0.11425781,,,,
02/01/2025 20:00,5.144623,10.703033,211.54045,8.957768,3.8406649,10.079445,0.11621094,0.08886719,,,,
02/01/2025 21:00,5.050293,11.009628,211.52621,8.921742,3.8074436,10.056984,0.109375,0.06933594,4.32,7.41,214.71,10.63
02/01/2025 22:00,3.7479706,10.1035,211.5406,8.917215,3.752184,10.028175,0.09765625,0.055664062,,,,
02/01/2025 23:00,3.6117096,10.994598,211.22408,8.884088,3.70784,9.991066,0.08300781,0.05078125,,,,
03/01/2025 00:00,4.806366,11.310104,210.83636,8.820432,3.6787395,9.945656,0.064453125,0.047851562,4.18,7.24,214.03,10.11
03/01/2025 01:00,6.0672607,12.047592,210.69576,8.7390785,3.665986,9.881691,0.051757812,0.044921875,,,,
03/01/2025 02:00,6.33313,11.801331,210.55745,8.647268,3.6644754,9.790382,0.04296875,0.041992188,,,,
03/01/2025 03:00,6.493164,11.31633,210.64915,8.579045,3.650115,9.681007,0.033203125,0.041015625,4.17,7.13,214.24,9.88
03/01/2025 04:00,6.590988,10.773804,210.88574,8.526384,3.6244888,9.489113,0.024414062,0.043945312,,,,
03/01/2025 05:00,6.809204,9.973175,211.2352,8.508852,3.5650263,9.368019,0.020507812,0.049804688,,,,
03/01/2025 06:00,7.143158,9.699173,211.86084,8.485371,3.4907656,9.284523,0.018554688,0.055664062,4.01,7.11,215.6,9.7
03/01/2025 07:00,7.0809937,9.049866,212.72264,8.462135,3.4225693,9.206886,0.018554688,0.059570312,,,,
03/01/2025 08:00,7.80307,8.208939,214.0163,8.43438,3.3612604,9.147316,0.018554688,0.064453125,,,,
03/01/2025 09:00,8.167114,7.8384705,215.79866,8.394584,3.310605,9.0926285,0.020507812,0.072265625,3.83,7.01,220.35,9.48
03/01/2025 10:00,8.801895,7.8823853,217.93823,8.353427,3.2706985,9.027687,0.028320312,0.080078125,,,,
03/01/2025 11:00,9.318375,8.32341,220.26682,8.270473,3.2703009,8.945656,0.040039062,0.087890625,,,,
03/01/2025 12:00,9.484879,7.006027,223.37347,8.19077,3.2779589,8.847023,0.057617188,0.09277344,3.71,6.82,228.64,9.13
03/01/2025 13:00,9.259979,5.69899,226.75162,8.157775,3.256795,8.751808,0.078125,0.08105469,,,,
03/01/2025 14:00,9.989441,5.1663513,229.84373,8.141628,3.2200127,8.669777,0.09472656,0.059570312,,,,
03/01/2025 15:00,10.737869,4.6811676,232.78885,8.114073,3.1851892,8.6082535,0.10449219,0.033203125,3.63,6.75,238.16,8.94
03/01/2025 16:00,10.849152,4.353012,235.72006,8.070287,3.157611,8.553078,0.10839844,0.005859375,,,,
03/01/2025 17:00,10.838303,3.7622375,238.7147,8.023167,3.1332111,8.501808,0.10253906,-0.01953125,,,,
03/01/2025 18:00,10.875473,3.1315918,241.83763,8.010979,3.1554642,8.489601,0.08886719,-0.041992188,3.53,6.71,248.42,8.81
03/01/2025 19:00,11.087509,2.2907104,245.1355,7.96467,3.1408043,8.442726,0.072265625,-0.057617188,,,,
03/01/2025 20:00,10.736008,1.7006378,248.12146,7.9389973,3.111514,8.404152,0.051757812,-0.068359375,,,,
03/01/2025 21:00,10.347733,1.3796844,250.52461,7.9439774,3.0603466,8.381203,0.029296875,-0.07324219,3.32,6.58,257.42,8.54
03/01/2025 22:00,10.270508,0.6955719,252.53506,7.974229,2.989935,8.371437,0.006835938,-0.072265625,,,,
03/01/2025 23:00,10.480072,0.010650635,254.8282,7.9657125,2.9394846,8.35923,-0.012695313,-0.061523438,,,,
04/01/2025 00:00,10.616272,-0.6643677,257.45435,7.930052,2.9056578,8.3392105,-0.026367188,-0.044921875,3.2,6.45,267.7,8.4
04/01/2025 01:00,10.855011,-1.5213013,260.35242,7.8804474,2.8838367,8.311867,-0.033203125,-0.028320312,,,,
04/01/2025 02:00,11.06749,-1.7785797,263.27576,7.815214,2.876831,8.273293,-0.03515625,-0.009765625,,,,
04/01/2025 03:00,10.978622,-1.4811554,265.62775,7.758729,2.8717813,8.225441,-0.032226562,0.0078125,3.12,6.31,275.91,8.26
04/01/2025 04:00,10.916153,-0.87965393,267.1388,7.7247267,2.8574295,8.177589,-0.0234375,0.0234375,,,,
04/01/2025 05:00,10.587143,-0.6029663,268.1419,7.7122087,2.8352947,8.145363,-0.009765625,0.03515625,,,,
04/01/2025 06:00,11.199326,-0.71014404,269.19897,7.6763725,2.8238258,8.103859,0.005859375,0.04296875,3.11,6.26,279.97,8.17
04/01/2025 07:00,11.912155,-1.5934906,270.74225,7.590041,2.8558054,8.025246,0.025390625,0.043945312,,,,
04/01/2025 08:00,11.94986,-2.1026154,272.63782,7.5123014,2.8985348,7.9261246,0.041992188,0.0390625,,,,
04/01/2025 09:00,11.247147,-2.0433197,273.80453,7.495017,2.904396,7.888527,0.055664062,0.029296875,3.17,6.32,283.22,8.17
04/01/2025 10:00,10.8134,-2.713272,275.12848,7.497962,2.8922243,7.8860855,0.06347656,0.015625,,,,
04/01/2025 11:00,10.204086,-2.7949219,276.50806,7.5053844,2.8717127,7.9056168,0.06542969,-0.001953125,,,,
04/01/2025 12:00,10.183121,-2.908661,277.63013,7.5180464,2.8418932,7.9437027,0.064453125,-0.021484375,3.09,6.35,286.99,8.22
04/01/2025 13:00,9.994522,-2.8219757,278.75024,7.5151663,2.8178406,7.98423,0.059570312,-0.041992188,,,,
04/01/2025 14:00,10.1723175,-3.0025635,279.7649,7.5044947,2.7951765,8.031593,0.047851562,-0.0625,,,,
04/01/2025 15:00,10.188644,-3.2947845,280.9004,7.4824533,2.7781343,8.071632,0.03125,-0.07910156,3.08,6.3,290.4,8.31
04/01/2025 16:00,9.885727,-3.6710663,282.24365,7.467825,2.756689,8.11216,0.009765625,-0.08886719,,,,
04/01/2025 17:00,9.6358795,-4.232361,283.95483,7.399786,2.705452,8.102882,-0.012695313,-0.091796875,,,,
04/01/2025 18:00,9.202591,-4.6226196,285.9878,7.3915386,2.6871662,8.132668,-0.03515625,-0.087890625,3.04,6.31,296.22,8.38
04/01/2025 19:00,8.683365,-4.7954407,287.96313,7.4029083,2.655634,8.173683,-0.055664062,-0.07714844,,,,
04/01/2025 20:00,8.227188,-5.100403,289.90283,7.418543,2.6188326,8.22007,-0.072265625,-0.05859375,,,,
04/01/2025 21:00,7.758667,-4.9059296,291.78906,7.4391375,2.5805016,8.26548,-0.08105469,-0.034179688,2.96,6.38,302.38,8.48
04/01/2025 22:00,7.7590637,-4.0874634,293.23438,7.4869404,2.5310574,8.308937,-0.08203125,-0.006835938,,,,
04/01/2025 23:00,7.6381226,-3.8627625,294.65308,7.520835,2.4885998,8.349953,-0.07519531,0.01953125,,,,
05/01/2025 00:00,8.038055,-3.9005127,295.9414,7.5364513,2.4559278,8.383644,-0.061523438,0.04296875,2.85,6.33,306.4,8.6
05/01/2025 01:00,7.5404205,-3.5923004,297.19556,7.546302,2.427187,8.409523,-0.043945312,0.05859375,,,,
05/01/2025 02:00,7.6588135,-3.6700745,298.34644,7.5818825,2.3908386,8.428078,-0.024414062,0.072265625,,,,
05/01/2025 03:00,8.189438,-2.9263763,299.08667,7.5790634,2.3713064,8.441261,-0.002929688,0.080078125,2.77,6.32,308.62,8.78
05/01/2025 04:00,8.195526,-2.2705994,299.54883,7.594719,2.347392,8.449562,0.01953125,0.080078125,,,,
05/01/2025 05:00,7.8772583,-2.0404358,300.0703,7.64244,2.3156576,8.453957,0.0390625,0.07324219,,,,
05/01/2025 06:00,8.351532,-2.028595,300.41772,7.6659937,2.297104,8.454933,0.051757812,0.06347656,2.71,6.31,308.96,8.95
05/01/2025 07:00,7.8545074,-1.2363739,300.5869,7.6989384,2.2802591,8.452492,0.061523438,0.049804688,,,,
05/01/2025 08:00,7.2458344,-0.92233276,300.938,7.7670097,2.2570686,8.447609,0.06640625,0.03125,,,,
05/01/2025 09:00,7.238266,-0.495636,301.76807,7.890438,2.2241077,8.440285,0.061523438,0.015625,2.53,6.3,307.88,8.75
05/01/2025 10:00,7.538391,-0.42861938,302.40356,7.9898596,2.2040243,8.435402,0.052734375,0.00390625,,,,
05/01/2025 11:00,6.741226,0.2033081,303.33667,8.123994,2.184062,8.430031,0.041992188,-0.004882813,,,,
05/01/2025 12:00,6.5144196,1.0525665,304.4231,8.273281,2.16776,8.429543,0.02734375,-0.009765625,2.28,6.18,310.92,8.46
05/01/2025 13:00,6.0917206,1.5705719,305.57056,8.420879,2.1575575,8.4363785,0.013671875,-0.01171875,,,,
05/01/2025 14:00,5.8793793,2.4219055,306.65137,8.558982,2.1537056,8.454445,0.002929688,-0.006835938,,,,
05/01/2025 15:00,6.1330566,3.165329,307.25098,8.655044,2.1613188,8.490578,-0.004882813,0.002929688,2.28,6.31,314.08,12.05
05/01/2025 16:00,6.546234,3.3071136,307.41016,8.712823,2.1781874,12.664894,-0.008789063,0.012695313,,,,
05/01/2025 17:00,6.334839,3.1574707,307.77637,8.780901,2.1933784,12.650734,-0.009765625,0.0234375,,,,
05/01/2025 18:00,5.7267,3.2471924,308.51953,8.783986,2.162652,12.272804,-0.009765625,0.036132812,2.32,6.56,316.01,12.81
05/01/2025 19:00,5.4183044,3.479004,309.469,8.88423,2.1670504,12.243996,-0.008789063,0.05078125,,,,
05/01/2025 20:00,5.2510376,3.844925,310.1548,8.956971,2.1734362,12.203468,-0.005859375,0.06640625,,,,
05/01/2025 21:00,5.313034,4.2655945,310.4851,8.997478,2.1827745,12.160011,0,0.08203125,2.3,6.57,314.83,12.48
05/01/2025 22:00,5.4122925,5.096298,310.31372,9.005681,2.1948376,12.121925,0.009765625,0.09667969,,,,
05/01/2025 23:00,6.0652924,6.2232666,308.19702,8.895608,2.2287588,12.07505,0.022460938,0.109375,,,,
06/01/2025 00:00,6.4451447,7.1480865,303.84644,8.691307,2.2851477,12.036476,0.036132812,0.11816406,2.4,6.14,304.76,12.38
06/01/2025 01:00,6.51709,7.2858734,297.92334,8.454334,2.3551922,12.002785,0.05078125,0.12011719,,,,
06/01/2025 02:00,5.576782,7.606613,293.75854,8.328377,2.3996944,11.973,0.061523438,0.1171875,,,,
06/01/2025 03:00,5.560501,8.394012,288.57056,8.195914,2.4484177,11.944679,0.07128906,0.11230469,2.53,6.07,292.01,12.33
06/01/2025 04:00,6.7012024,8.81958,280.43164,7.9928045,2.532093,11.9188,0.080078125,0.10449219,,,,
06/01/2025 05:00,6.339157,8.870483,273.1892,7.59863,2.4664412,11.519875,0.0859375,0.09375,,,,
06/01/2025 06:00,6.530243,9.073578,266.51044,7.502302,2.5435696,11.51841,0.087890625,0.080078125,2.59,5.88,277.55,12.09
06/01/2025 07:00,7.180603,9.3228,260.37512,7.422611,2.6333723,11.51548,0.08496094,0.068359375,,,,
06/01/2025 08:00,6.7861176,9.370178,256.25897,7.398757,2.7106733,6.5906754,0.07910156,0.059570312,,,,
06/01/2025 09:00,6.0889435,9.667847,253.74783,7.4407043,2.7531128,6.9104996,0.06933594,0.053710938,2.79,6.03,265.4,12.15
06/01/2025 10:00,5.9315033,10.901184,248.71428,7.409521,2.849226,7.0462418,0.057617188,0.052734375,,,,
06/01/2025 11:00,5.23172,11.114487,245.22754,7.43684,2.9255304,7.1937027,0.04296875,0.056640625,,,,
06/01/2025 12:00,5.7982483,11.933472,241.82068,7.4693136,3.0259647,7.2820816,0.029296875,0.06738281,3.1,6.09,253.42,7.71
06/01/2025 13:00,4.628998,11.381729,239.5,7.5384293,3.1216574,7.4681168,0.022460938,0.08203125,,,,
06/01/2025 14:00,4.7132263,11.425095,238.7839,7.6757965,3.1858406,7.78257,0.020507812,0.095703125,,,,
06/01/2025 15:00,6.596634,12.854446,237.6876,7.7875233,3.308012,7.9256363,0.026367188,0.10839844,3.51,6.34,246.86,7.92
06/01/2025 16:00,6.6206207,12.5954895,236.61931,7.916314,3.4758806,8.021339,0.034179688,0.119140625,,,,
06/01/2025 17:00,5.515793,13.316635,235.1191,7.7523384,3.4187899,7.8460464,0.037109375,0.13378906,,,,
06/01/2025 18:00,5.731003,14.147263,233.60265,7.888075,3.738843,7.893898,0.049804688,0.14648438,4.19,6.86,244.83,9.05
06/01/2025 19:00,7.099457,14.235336,233.45378,8.075778,4.050357,8.196144,0.07128906,0.15820312,,,,
06/01/2025 20:00,7.5903473,14.072693,234.5593,8.345476,4.2774525,8.570168,0.09472656,0.15722656,,,,
06/01/2025 21:00,9.223541,12.058838,235.90688,8.604765,4.4771013,8.952492,0.115234375,0.14453125,4.55,7.33,249.68,10.15
06/01/2025 22:00,6.2136383,14.246872,235.5713,8.80865,4.694803,9.298683,0.12988281,0.12792969,,,,
06/01/2025 23:00,6.885147,14.418777,235.35326,8.997662,4.903531,9.486183,0.13476562,0.11328125,,,,
07/01/2025 00:00,7.804779,14.260284,236.2436,9.216618,5.054491,9.650734,0.13671875,0.10058594,5.13,7.67,247.69,10.51
07/01/2025 01:00,9.098679,14.2326355,237.3839,9.425837,5.178192,9.869484,0.13964844,0.08886719,,,,
07/01/2025 02:00,10.057419,12.699707,238.55154,9.581136,5.3161964,9.980812,0.14746094,0.06933594,,,,
07/01/2025 03:00,10.967468,10.845032,240.73524,9.782037,5.3422174,10.244484,0.15136719,0.044921875,5.68,8.32,250.54,10.59
07/01/2025 04:00,12.962524,10.585678,242.35223,9.88679,5.4440002,10.291359,0.14453125,0.020507812,,,,
07/01/2025 05:00,14.804123,10.169235,244.18387,9.9173355,5.6131372,10.308449,0.13476562,0.00390625,,,,
07/01/2025 06:00,15.376038,9.452148,246.22946,9.957662,5.745181,10.390968,0.12597656,-0.01171875,6.37,8.56,253.54,10.89
07/01/2025 07:00,16.463364,7.221115,248.26564,10.037261,5.8250217,10.505714,0.11425781,-0.02734375,,,,
07/01/2025 08:00,14.354065,4.2549744,250.43031,10.178531,5.7790623,10.718605,0.08984375,-0.036132812,,,,
07/01/2025 09:00,12.849091,4.445526,252.21121,10.341567,5.648139,10.971046,0.06347656,-0.036132812,6.25,9,258.15,12.18
07/01/2025 10:00,11.961273,4.5018616,253.82127,10.487086,5.514512,11.224464,0.047851562,-0.037109375,,,,
07/01/2025 11:00,12.168472,5.0900574,255.34428,10.5639105,5.4385757,11.505714,0.033203125,-0.030273438,,,,
07/01/2025 12:00,13.9435425,3.8540955,257.25064,10.577217,5.4415464,12.094582,0.01953125,-0.016601562,6.03,8.75,261.42,13.53
07/01/2025 13:00,15.837173,1.6737976,260.0445,10.560601,5.524664,12.634621,0.013671875,-0.001953125,,,,
07/01/2025 14:00,14.854935,2.0009003,262.5395,10.5867195,5.583647,13.130714,0.015625,0.013671875,,,,
07/01/2025 15:00,14.794617,1.8563843,264.48776,10.647741,5.6150904,13.345558,0.022460938,0.02734375,6.04,8.68,265.41,13.18
07/01/2025 16:00,14.261536,1.248169,266.17188,10.7082615,5.641242,13.444191,0.030273438,0.038085938,,,,
07/01/2025 17:00,13.087601,1.0767365,267.7544,10.789802,5.633546,13.510109,0.0390625,0.043945312,,,,
07/01/2025 18:00,12.691452,1.2610931,269.1023,10.876509,5.595254,13.563332,0.048828125,0.045898438,5.87,8.81,267.95,13.11
07/01/2025 19:00,12.29007,1.540329,270.19653,10.976526,5.5433884,13.610695,0.055664062,0.045898438,,,,
07/01/2025 20:00,12.255386,1.379776,271.14404,11.064338,5.491661,13.658546,0.061523438,0.044921875,,,,
07/01/2025 21:00,11.757446,1.5884247,271.98462,11.143419,5.431732,13.694679,0.06542969,0.041992188,5.5,8.68,270.02,13.13
07/01/2025 22:00,11.833298,1.4957886,272.6797,11.204738,5.3725204,13.725441,0.068359375,0.0390625,,,,
07/01/2025 23:00,11.202667,1.6731567,273.32568,11.269866,5.3032312,13.742531,0.0703125,0.033203125,,,,
08/01/2025 00:00,11.024063,1.949707,273.86768,11.331946,5.234503,13.763527,0.06933594,0.026367188,5.42,8.79,271.13,13.43
08/01/2025 01:00,11.083221,2.2039795,274.28833,11.373548,5.1769533,13.784523,0.06738281,0.020507812,,,,
08/01/2025 02:00,11.042923,2.537918,274.6023,11.4091425,5.1247854,13.806007,0.06542969,0.016601562,,,,
08/01/2025 03:00,10.4531555,3.0862274,274.85327,11.459351,5.0686626,13.829445,0.05859375,0.014648438,5.42,8.94,271.33,13.79
08/01/2025 04:00,9.807129,3.98555,275.02393,11.52323,5.009962,13.856789,0.049804688,0.015625,,,,
08/01/2025 05:00,9.243546,4.7311096,275.12646,11.696837,5.060128,14.029152,0.040039062,0.020507812,,,,
08/01/2025 06:00,9.625137,5.398361,275.13354,11.748875,5.0028467,14.068703,0.029296875,0.029296875,5.29,8.89,270.31,13.91
08/01/2025 07:00,9.08017,5.9311676,274.9253,11.767827,4.9604654,14.1204605,0.01953125,0.040039062,,,,
08/01/2025 08:00,8.804092,6.2974243,274.74976,11.796761,4.914855,14.181984,0.012695313,0.052734375,,,,
08/01/2025 09:00,8.479233,6.5005646,274.5569,11.815541,4.873373,14.247414,0.009765625,0.06640625,5.27,8.98,270.31,14.26
08/01/2025 10:00,7.2343597,6.350891,274.66577,11.873379,4.8168926,14.3235855,0.01171875,0.07910156,,,,
08/01/2025 11:00,6.4009857,7.366867,274.68115,11.92702,4.7620716,14.402199,0.018554688,0.09082031,,,,
08/01/2025 12:00,5.7668457,7.8838654,274.61816,11.961649,4.7097178,14.476418,0.028320312,0.1015625,5.14,9.05,271.56,14.59
08/01/2025 13:00,5.237259,7.9236755,274.5266,11.984864,4.6571712,14.542824,0.041015625,0.11035156,,,,
08/01/2025 14:00,5.2631226,8.1445465,274.34888,11.984857,4.6070147,14.599953,0.055664062,0.11425781,,,,
08/01/2025 15:00,5.3022156,8.507019,273.91577,11.941597,4.564646,14.646339,0.06933594,0.11425781,4.91,8.88,272.3,14.8
08/01/2025 16:00,5.955719,9.339401,273.03247,11.828437,4.5377045,14.680031,0.07910156,0.11230469,,,,
08/01/2025 17:00,6.0840607,9.482483,271.90674,11.856034,4.674575,14.860207,0.0859375,0.10644531,,,,
08/01/2025 18:00,5.980438,9.570633,270.82104,11.692017,4.625497,14.844093,0.09082031,0.09667969,4.68,8.46,270.52,14.77
08/01/2025 19:00,5.630432,9.878204,269.7207,11.536387,4.5726814,14.819679,0.09375,0.08496094,,,,
08/01/2025 20:00,5.7491302,10.263519,268.4065,11.362618,4.5292253,14.787941,0.09375,0.07421875,,,,
08/01/2025 21:00,6.0100403,10.512085,266.9143,11.1729965,4.498945,14.749855,0.08886719,0.064453125,4.59,8.14,265.58,14.53
08/01/2025 22:00,5.68425,11.202469,264.88458,10.947392,4.4934826,14.70591,0.08300781,0.056640625,,,,
08/01/2025 23:00,5.845932,11.058884,263.09857,10.75664,4.492279,14.659523,0.07421875,0.051757812,,,,
09/01/2025 00:00,5.9448395,10.775299,261.99225,10.633901,4.477339,14.606789,0.0625,0.049804688,4.51,7.95,260.48,14.15
09/01/2025 01:00,6.3003235,10.479599,261.4071,10.558919,4.4572344,14.551125,0.053710938,0.05078125,,,,
09/01/2025 02:00,6.462219,10.286682,261.24225,10.51725,4.43933,14.494972,0.043945312,0.055664062,,,,
09/01/2025 03:00,7.0110474,10.106796,261.20602,10.486958,4.4375954,14.44175,0.036132812,0.06347656,4.53,7.93,260.27,13.72
09/01/2025 04:00,7.6823883,10.150604,261.19638,10.464105,4.456772,14.393898,0.033203125,0.072265625,,,,
09/01/2025 05:00,8.002121,10.258911,261.0318,10.438222,4.50527,14.352394,0.03515625,0.08203125,,,,
09/01/2025 06:00,7.5450134,10.58992,260.8832,10.433741,4.568268,14.319191,0.0390625,0.09082031,4.68,7.96,262.56,13.62
09/01/2025 07:00,7.462799,10.683136,261.02576,10.474436,4.6293135,14.294289,0.044921875,0.09667969,,,,
09/01/2025 08:00,7.4087677,10.393326,261.59955,10.565607,4.6794376,14.275246,0.05078125,0.099609375,,,,
09/01/2025 09:00,7.344742,10.431564,262.37543,10.68822,4.7227783,14.260597,0.05859375,0.1015625,4.97,8.27,265.07,13.93
09/01/2025 10:00,5.9218903,8.493362,264.42416,10.940517,4.708501,14.238136,0.06738281,0.10253906,,,,
09/01/2025 11:00,5.376251,10.204086,265.30957,11.0830145,4.7441273,14.228371,0.07519531,0.1015625,,,,
09/01/2025 12:00,6.378067,10.889175,265.15356,11.115516,4.8194504,14.229347,0.07910156,0.09765625,5.49,8.7,266.43,14.22
09/01/2025 13:00,6.5993805,10.819824,264.94214,11.133658,4.887231,14.234718,0.083984375,0.09277344,,,,
09/01/2025 14:00,6.5928802,10.783218,264.59485,11.1433735,4.9396935,14.241066,0.08886719,0.08984375,,,,
09/01/2025 15:00,6.1462097,10.556824,264.206,11.1518545,4.973197,14.247902,0.09277344,0.083984375,5.32,8.7,267.06,14
09/01/2025 16:00,5.790634,10.666931,263.64905,11.142055,4.9991875,14.253273,0.09472656,0.078125,,,,
09/01/2025 17:00,6.8865814,11.816528,262.125,11.039166,5.063278,14.257668,0.095703125,0.068359375,,,,
09/01/2025 18:00,7.3088684,11.795685,260.22726,10.884955,5.152466,14.260597,0.09375,0.05859375,5.4,8.52,264.88,14.2
09/01/2025 19:00,6.3147583,11.458618,259.98193,10.872962,5.1509047,14.258156,0.08886719,0.05078125,,,,
09/01/2025 20:00,6.610138,10.479324,260.72296,10.962291,5.0814953,14.250343,0.083984375,0.04296875,,,,
09/01/2025 21:00,7.4261475,9.813751,261.48694,11.048082,5.0071955,14.243019,0.07910156,0.0390625,5.34,8.66,258.02,14.11
09/01/2025 22:00,7.8734436,9.021133,261.89917,11.08462,4.948804,14.23423,0.0703125,0.037109375,,,,
09/01/2025 23:00,7.380554,8.843475,262.44592,11.146832,4.8696337,14.225929,0.061523438,0.036132812,,,,
10/01/2025 00:00,6.7861633,9.063858,262.72858,11.182779,4.7968407,14.223,0.05078125,0.037109375,5.27,8.82,263.95,14.5
10/01/2025 01:00,6.582855,9.529907,262.5855,11.181722,4.7382326,14.218605,0.04296875,0.044921875,,,,
10/01/2025 02:00,8.371292,9.428543,261.7996,11.096144,4.718767,14.211769,0.043945312,0.052734375,,,,
10/01/2025 03:00,9.595978,8.527939,261.08908,10.985641,4.7134447,14.201027,0.043945312,0.057617188,5.26,8.6,264.87,14.6
